carpark_number,address,x_coordinate,y_coordinate,latitude,longitude,carpark_type,type_of_parking_system,short_term_parking,free_parking,night_parking,carpark_decks,gantry_height,carpark_basement
CKM9,BLK 297B CHOA CHU KANG AVE 2,17981.6699,39927.7497,1.37736452493633,103.743296255702,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N
CKT1,BLK BETWEEN 404 & 426 CHOA CHU KANG AVENUE 1/4,17457.2727,40253.9548,1.38031441925508,103.738584052664,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
CK1,BLK 101/108 TECK WHYE LANE,19169.1019,39939.7774,1.37747368064594,103.753966185777,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
CK10,BLK 227A CHOA CHU KANG CENTRAL,18219.6466,40274.898,1.38050408655449,103.745434532735,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
CK11,BLK 287A CHOA CHU KANG AVENUE 2,17822.7967,40079.0923,1.37873315680969,103.741868613339,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2,N
CK12,BLK 409/413 CHOA CHU KANG AVE 3,17816.8828,40361.3125,1.38128544995872,103.741815375105,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
CK13,BLK 414-420 CHOA CHU KANG AVENUE 4,17841.917,40541.616,1.38291605687567,103.742040263526,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
CK14,BLK 278/287 CHOA CHU KANG AVENUE 2/3,17896.2294,40234.6907,1.38014035669411,103.742528406076,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
CK15,BLK 288/295 CHOA CHU KANG AVENUE 2/3,17716.2981,40045.082,1.37842554304037,103.740911658042,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
CK16,BLK 401/408 CHOA CHU KANG AVE 3,17528.125,40178.0781,1.37962824390743,103.739220739309,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
CK17,BLK 421/428 CHOA CHU KANG AVENUE 4,17691.7227,40448.332,1.38207237827547,103.740690689157,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
CK18,BLK 130/132 CHOA CHU KANG AVE 1,18797.0391,40329.4648,1.38099775594256,103.750622810807,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
CK19,BLK 133/134 TECK WHYE LANE,18875.7734,40272.4492,1.38048215246365,103.751330314112,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
CK2,BLK 109/117 TECK WHYE LANE,18880.332,40136.4375,1.37925211401435,103.751371318581,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
CK20,"BLK 429, 438-441 CHOA CHU KANG AVENUE 4",17629.7003,40593.1789,1.38338229808271,103.740133321061,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
CK21,BLK 303 CHOA CHU KANG AVENUE 4,18039.9621,40720.0681,1.38452997996849,103.743819785069,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,3,1.8,N
CK22,BLK 343A CHOA CHU KANG LOOP,18276.2056,40644.1197,1.38384321034333,103.745942634743,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,1.9,N
CK23,BLK 430-437 CHOA CHU KANG AVENUE 4,17782.5234,40677.3633,1.38414368453341,103.741506520816,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
CK24,BLK 350-351 CHOA CHU KANG CENTRAL,17983.1711,40586.8844,1.3833254963461,103.743309520894,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
CK25,BLK 352-355 CHOA CHU KANG CENTRAL,18031.459,40472.3086,1.38228933164193,103.743743462402,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
CK26,"BLK 302, 304-308 CHOA CHU KANG LOOP",17943.7793,40730.3711,1.38462312349879,103.742955507185,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0,N
CK28,BLK 276A CHOA CHU KANG AVENUE 2,18079.0694,40228.4669,1.38008413349079,103.744171359228,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
CK29,BLK 276/277 CHOA CHU KANG AVENUE 2,18072.2888,40190.9725,1.37974504567104,103.744110443215,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
CK3,BLK 118/124 TECK WHYE LANE,18734.6348,40064.9164,1.37860525773368,103.750062145441,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
CK3A,BLK 118A TECK WHYE LANE,18725.4974,40162.9532,1.37949186363714,103.749980008417,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
CK30,BLK 248/250 CHOA CHU KANG AVENUE 2,18213.6543,40111.7031,1.37902821003063,103.745380741731,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
CK31,BLK 251A CHOA CHU KANG AVENUE 2,18164.3898,40080.8939,1.37874956648301,103.744938074648,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2,N
CK32,BLK 253A CHOA CHU KANG AVE 1,18055.7989,39931.0181,1.37739410836982,103.743962357088,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2,N
CK33,BLK 502A CHOA CHU KANG STREET 51,17943.2973,41180.8424,1.38869701921331,103.742951021535,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,1.9,N
CK34,BLK 511A CHOA CHU KANG STREET 51,17736.9363,41167.5327,1.38857657913756,103.741096715186,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2,N
CK35,BLK 513A CHOA CHU KANG STREET 51,17881.6424,41361.0029,1.39032630271687,103.742396942907,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
CK36,BLK 527A CHOA CHU KANG STREET 51,17735.8704,41577.6177,1.392285235565,103.741086993304,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.9,N
CK37,BLK 552A CHOA CHU KANG STREET 52,17863.0257,41773.0092,1.39405232862019,103.742229514517,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
CK38,BLK 541A CHOA CHU KANG STREET 52,18151.9184,41658.5467,1.39301727172488,103.74482548042,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
CK39,BLK 559A CHOA CHU KANG NORTH 6,18090.945,42004.5732,1.39614658658318,103.74427746925,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,11,2,N
CK4,"BLK 135-138,141,142 & 145 TECK WHYE LANE/AVE",18912.6962,40234.9502,1.38014303676658,103.751662104149,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,1.8,N
CK4A,BLK 144/145 TECK WHYE LANE/AVE,18972.5753,40347.8975,1.38116450921782,103.752200127129,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,1.8,N
CK40,BLK 567A CHOA CHU KANG STREET 52,18298.9982,41919.8106,1.39538009546947,103.746147020237,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.9,N
CK41,BLK 708A CHOA CHU KANG STREET 53,18333.4408,41430.698,1.39095675330377,103.746456676206,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N
CK42,BLK 754A CHOA CHU KANG NORTH 5,18363.8684,41631.0171,1.39276837539663,103.746730025612,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.95,N
CK44,BLK 762A CHOA CHU KANG NTH 5,18631.6662,41611.081,1.39258816839878,103.749136404051,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
CK45,BLK 771A CHOA CHU KANG ST 54,18724.0529,41824.3887,1.39451727430879,103.749966502733,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
CK46,BLK 792A CHOA CHU KANG NTH 6,18675.6762,41907.1414,1.39526564367752,103.749531773547,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
CK47,BLK 787A CHOA CHU KANG DRIVE,18471.7225,41904.1787,1.3952387837052,103.747699089531,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
CK48,BLK 604A CHOA CHU KANG ST 62,18196.0083,42140.2746,1.39737385563385,103.745221500477,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
CK49,BLK 610A CHOA CHU KANG ST 62,18008.2896,42291.7925,1.39874406311317,103.743534646408,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2,N
CK5,BLK 139 & 140 TECK WHYE LANE/AVE,19030.3926,40238.918,1.38017895640083,103.752719691378,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
CK50,BLK 611A CHOA CHU KANG ST 62,18036.1139,42476.1452,1.40041129023805,103.743784606804,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2,N
CK51,BLK 621A CHOA CHU KANG NORTH 7,18458.5966,42391.0123,1.39964152260611,103.747580983292,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2,N
CK52,BLK 659A/660A/661A CHOA CHU KANG CRESCENT,18754.0711,42503.4389,1.40065836346273,103.75023602404,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
CK53,BLK 668A CHOA CHU KANG CRESCENT,18748.505,42602.4434,1.40155372183201,103.750185976554,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
CK54,BLK 638-643 CHOA CHU KANG STREET 64,18629.4583,42224.5521,1.39813617399522,103.74911636704,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,Y
CK55,BLK 631-637 & 636A CHOA CHU KANG NORTH 6,18561.8248,42111.2701,1.3971116713991,103.748508662672,COVERED CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,2.15,N
CK56,BLK 675A CHOA CHU KANG CRESCENT,18357.265,42562.8339,1.40119537992308,103.746670380157,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2,N
CK57,BLK 669A CHOA CHU KANG CRESCENT,18541.2289,42678.1909,1.40223868694347,103.748323407488,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
CK58,BLK 678A CHOA CHU KANG CRESCENT,18157.8829,42638.4707,1.40187934374487,103.744878744581,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
CK59,BLK 297A CHOA CHU KANG AVE 2,17841.6171,39866.5767,1.37681125073451,103.742037801446,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
CK6,"BLK 143, 144 & 146 TECK WHYE LANE",19073.3023,40300.0728,1.38073203109609,103.753105247965,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
CK6A,BLK 146A 146A TECK WHYE AVENUE,19076.7918,40333.5431,1.38103472527403,103.753136593545,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5,2.15,N
CK60,BLK 683 CHOA CHU KANG CRESCENT,18268.595,42905.4416,1.40429376731284,103.745873493224,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
CK61,BLK 686 CHOA CHU KANG CRESCENT,18607.321,42882.7597,1.40408875319503,103.74891723261,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
CK62,BLK 687 CHOA CHU KANG DRIVE,18715.5324,42855.1194,1.40383881965886,103.749889609972,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
CK63,BLK 689 CHOA CHU KANG CRESCENT,18826.1888,42747.1959,1.40286283485527,103.750883982906,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
CK64,BLK 692 CHOA CHU KANG CRESCENT,18872.7705,42404.3378,1.39976216747295,103.751302665491,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
CK65,"BLK 535,536 AND 537 CHOA CHU KANG STREET 51",18064.0069,41548.1433,1.39201879422588,103.744035564611,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N
CK66,BLK 573A CHOA CHU KANG STREET 52,18230.9826,41763.9633,1.39397064723458,103.745535898628,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,4,2.15,N
CK7,BLK 135A TECK WHYE LANE,18945.8673,40250.2699,1.38028159279003,103.751960166089,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.8,N
CK70,BLK 476 CHOA CHU KANG AVE 5,17408.5254,39880.0108,1.37693259061111,103.738146156875,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,8,2.15,N
CK71,BLK 488 CHOA CHU KANG AVE 5,17467.9916,39852.8673,1.37668713625135,103.738680513043,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
CK72,BLK 489 CHOA CHU KANG AVE 5,17718.345,39728.0193,1.37555814585819,103.740930161335,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,16,2.15,N
CK73,BLK 801 KEAT HONG CLOSE,17994.5933,39697.5018,1.37528225226367,103.743412459754,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
CK74,BLK 805 KEAT HONG CLOSE,17975.1882,39477.9306,1.37329652467488,103.743238165507,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
CK75,BLK 809 CHOA CHU KANG AVENUE 1,18119.3938,39664.2718,1.37498177463581,103.74453389233,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
CK76,BLK 810 CHOA CHU KANG AVE 7,18305.5202,39560.1044,1.37403978501463,103.74620640473,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
CK77,BLK 815 CHOA CHU KANG AVE 7,18361.9468,39838.3954,1.3765565649757,103.746713346997,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
CK78,817 KEAT HONG LINK,18660.8389,39885.9891,1.37698708156,103.749399092279,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
CK8,BLK 201-221 CHOA CHU KANG CENTRAL,18405.5916,40449.7464,1.38208541264752,103.747105327875,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
CK8A,BLK 203A CHOA CHU KANG AVE 1/CENTRAL,18614.0227,40353.8181,1.38121794007338,103.748978266031,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
CK9,BLK 223-227 CHOA CHU KANG CENTRAL,18162.1088,40384.5044,1.3814953071226,103.744917476809,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
CK9A,BLK 228-239 CHOA CHU KANG CENTRAL,18449.8356,40217.8144,1.37998791952659,103.747502968167,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
CLM,BLK 129A CLARENCE LANE,25894.5957,30541.7316,1.29248234532483,103.814400296718,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
CLRG,312 CLEMENTI AVE 4,20283.9283,33479.407,1.31904874512607,103.763985361932,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
CLTR,BLK 311 CLEMENTI AVE 4,20411.5945,33513.7467,1.31935933291924,103.765132499577,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.1,N
CM1,BLK 10 CANTONMENT CLOSE,28656.4003,28548.62,1.2744574074342,103.839216239505,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
CR1,BLK 1/3/15/17 BEACH ROAD,31337.5185,31734.6056,1.30327016963381,103.863307389184,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N
CR1A,BLK 2 BEACH ROAD,31521.2359,31781.8809,1.3036976904161,103.864958179941,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
CR1B,BLK 3 BEACH ROAD,31565.7734,31819.2245,1.30403540763687,103.865358374215,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
CR2,BLK 3/4 BEACH ROAD,31599.1055,31890.8184,1.30468287369078,103.865657886828,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
CR29,BLK 29/30 KELANTAN LANE,30612.5155,32012.4666,1.30578311595429,103.856792926479,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
CR3,BLK 9 NORTH BRIDGE ROAD,31450.707,31933.4004,1.30506798712365,103.864324461963,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
CR30,BLK 639/640 ROWELL COURT,30406.377,32213.3125,1.30759951206283,103.854940690708,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N
CR31,BLK 632/633/635 VEERASAMY ROAD,30379.3535,32063.9883,1.30624907881647,103.854697860274,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,4.5,N
CR4,BLK 7 NORTH BRIDGE ROAD,31351.9277,31854.1587,1.3043513640539,103.863436875324,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
CR5,BLK 18/19 JALAN SULTAN,31218.4922,31730.7441,1.30323526017205,103.862237882667,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0,N
CR6,BLK 10 NORTH BRIDGE ROAD,31342.5234,31983.7852,1.30552366130265,103.86335238722,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
CR7,BLK 464/463 CRAWFORD LANE,31229.7422,31981.7441,1.30550521428576,103.862338995088,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
CSM,BLK 54 CHIN SWEE ROAD MSCP,28873.2635,29983.8819,1.28743740749371,103.84116487298,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
CTM1,BLK 441 COMMONWEALTH AVE WEST,20293.6227,33003.4096,1.31474399836789,103.764072589896,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
CVBK,BLK 8C BOON KENG ROAD,31083.7452,33199.2328,1.31651576618786,103.861027264621,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,6,2.15,N
CV1,BLK 1/1A TELOK PAKU ROAD,45233.8667,41140.4649,1.38832849616367,103.988177669562,MECHANISED AND SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,3.8,N
CV2,BLK 3 CHANGI VILLAGE ROAD,45212.8158,41314.4339,1.38990181610245,103.987988613941,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
CV3,BLK 5 CHANGI VILLAGE ROAD,45045.6516,41323.3393,1.38998245155583,103.986486524046,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,3.8,N
CV4,BLK 6 CHANGI VILLAGE ROAD,45264.5806,41344.1397,1.39017043301516,103.988453776807,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
CY,BLK 269/269A/269B CHENG YAN COURT CAR PARK,30264.3593,31442.1456,1.30062536144585,103.853664538044,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
C10,"BLK 339,341,344-345,371-381 CLEMENTI AVENUE 5",20837.8461,33414.5726,1.31846254065609,103.768962611922,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
C11,"BLK 321-322,324-326 CLEMENTI AVENUE 5",20523.8542,33130.6004,1.31589432314568,103.766141303383,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.3,N
C12,"BLK 301-302,305-308 CLEMENTI AVENUE 4",20519.9139,33782.4237,1.32178917771267,103.766105739645,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
C13M,BLK 309A CLEMENTI AVE 4,20528.1198,33646.8063,1.32056270474437,103.766179506867,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
C14M,BLK 318A CLEMENTI AVE 4,20417.4455,33296.1766,1.3173917086538,103.765185127311,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
C15M,BLK 440 CLEMENTI AVE 3,20278.0675,33166.8296,1.31622190614841,103.763932777877,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,6,2.15,N
C16,BLK 430-435 CLEMENTI AVE 3,20116.5191,32955.7857,1.31431326002618,103.762481238386,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,3.5,N
C17,"BLK 442-444,442A CLEMENTI AVE 3",20273.9935,32905.3373,1.31385706283257,103.763896236295,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
C18,BLK 426/428 CLEMENTI AVE 3,20215.8784,32729.9597,1.31227099624262,103.763374087582,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N
C18A,BLK 426/427 CLEMENTI AVE 3,20306.3068,32672.9468,1.31175541480484,103.764186644955,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0,N
C20,BLK 449-451 CLEMENTI AVE 3,20425.9232,32848.95,1.31334715416097,103.76526141333,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
C20M,BLK 462A CLEMENTI AVENUE 3,20469.2131,32645.0967,1.31150358877481,103.765650443905,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,18,2.15,N
C21L,BLK 454 TO 460 CLEMENTI AVE 3,20624.0039,32590.9865,1.31101427300491,103.767041327157,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
C21M,BLK 455A CLEMENTI AVE 3,20566.6991,32662.4476,1.31166052776808,103.766526398709,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
C22M,BLK 109A CLEMENTI ST 11,20977.2537,33777.6046,1.32174570402663,103.770215177554,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,1.9,N
C24,BLK 110/118 CLEMENTI STREET 13,21096.4707,34048.6484,1.32419695401955,103.771286343667,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
C25,BLK 101-104 CLEMENTI STREET 14,20848.1597,33849.0783,1.32239205654975,103.769055183947,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
